FacilityCode,SampleDate,SampleTime,BuildingCode,SPCODE,ForkLength,AdClip,FishCatch,Salvage,SampLoss,Run,LengthFrequency,TagCode,CWT_Run,HeadTagCode
2,"2024-03-04","16:00:00.0000000","F",1,93,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14677"
2,"2024-03-04","08:00:00.0000000","F",1,86,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14675"
2,"2024-03-04","08:00:00.0000000","F",1,85,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14676"
2,"2024-03-04","22:00:00.0000000","F",1,93,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14678"
2,"2024-03-04","22:00:00.0000000","F",1,85,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14679"
2,"2024-03-05","22:00:00.0000000","F",1,84,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14685"
2,"2024-03-05","16:00:00.0000000","F",1,81,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14683"
2,"2024-03-05","06:00:00.0000000","F",1,90,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14680"
2,"2024-03-05","10:00:00.0000000","F",1,89,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14682"
2,"2024-03-05","10:00:00.0000000","F",1,95,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14681"
2,"2024-03-05","20:00:00.0000000","F",1,84,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14684"
2,"2024-03-06","22:00:00.0000000","F",1,95,"C",1,4,2.325520902455209,"Spring",1,"063170","S","14693"
2,"2024-03-06","22:00:00.0000000","F",1,88,"C",1,4,2.325520902455209,"Spring",1,"063170","S","14692"
2,"2024-03-06","12:00:00.0000000","F",1,83,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14689"
2,"2024-03-06","12:00:00.0000000","F",1,86,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14690"
2,"2024-03-06","04:00:00.0000000","F",1,90,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14687"
2,"2024-03-06","04:00:00.0000000","F",1,92,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14686"
2,"2024-03-06","23:59:00.0000000","F",1,86,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14694"
2,"2024-03-06","06:00:00.0000000","F",1,94,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14688"
1,"2024-03-07","03:00:00.0000000","NS",1,85,"C",1,2,8.184170309059921,"Spring",1,"061939","S","06300"
1,"2024-03-07","11:00:00.0000000","NS",1,91,"C",1,4,16.38797946803546,"Spring",1,"061939","S","06301"
1,"2024-03-07","13:00:00.0000000","NS",1,94,"C",1,4,16.36834061811984,"Spring",1,"061939","S","06303"
1,"2024-03-07","13:00:00.0000000","NS",1,86,"C",1,4,16.36834061811984,"Spring",1,"061939","S","06302"
1,"2024-03-07","15:00:00.0000000","NS",1,88,"C",1,4,16.36834061811984,"Spring",1,"061939","S","06304"
2,"2024-03-07","22:00:00.0000000","F",1,90,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14708"
2,"2024-03-07","22:00:00.0000000","F",1,95,"C",1,4,2.325520902455209,"Spring",1,"063170","S","14709"
2,"2024-03-07","20:00:00.0000000","F",1,91,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14707"
2,"2024-03-07","10:00:00.0000000","F",1,86,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14706"
2,"2024-03-07","16:00:00.0000000","F",1,263,"C",1,4,2.602595580498071,"Winter",1,"3C8.0000B0FE5A","S",
2,"2024-03-07","06:00:00.0000000","F",1,84,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14705"
2,"2024-03-07","06:00:00.0000000","F",1,90,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14704"
2,"2024-03-07","02:00:00.0000000","F",1,87,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14702"
2,"2024-03-07","02:00:00.0000000","F",1,100,"C",1,4,2.325520902455209,"Winter",1,"061939","S","14697"
2,"2024-03-07","02:00:00.0000000","F",1,92,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14703"
2,"2024-03-07","02:00:00.0000000","F",1,91,"C",1,4,2.325520902455209,"Spring",2,"061939","S","14701"
2,"2024-03-07","02:00:00.0000000","F",1,91,"C",1,4,2.325520902455209,"Spring",2,"061939","S","14699"
2,"2024-03-07","02:00:00.0000000","F",1,90,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14700"
2,"2024-03-07","02:00:00.0000000","F",1,86,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14695"
2,"2024-03-07","02:00:00.0000000","F",1,83,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14698"
2,"2024-03-07","02:00:00.0000000","F",1,81,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14696"
1,"2024-03-08","05:00:00.0000000","NS",1,86,"C",1,2,8.13391396363957,"Spring",1,"061939","S","06307"
1,"2024-03-08","13:00:00.0000000","NS",1,94,"C",1,4,16.42680763147771,"Spring",1,"063170","S","06308"
1,"2024-03-08","15:00:00.0000000","NS",1,91,"C",1,4,16.46504775977997,"Spring",1,"061939","S","06309"
1,"2024-03-09","07:00:00.0000000","NS",1,85,"C",1,4,16.38797946803546,"Spring",1,"061939","S","06312"
1,"2024-03-09","09:00:00.0000000","NS",1,84,"C",1,4,16.38797946803546,"Spring",1,"061939","S","06313"
1,"2024-03-09","09:00:00.0000000","NS",1,87,"C",1,4,16.38797946803546,"Spring",1,"061939","S","06314"
1,"2024-03-09","11:00:00.0000000","NS",1,95,"C",1,4,16.40746789863442,"Spring",1,"061939","S","06315"
1,"2024-03-09","13:00:00.0000000","NS",1,91,"C",1,4,16.44600036195498,"Spring",1,"061939","S","06317"
1,"2024-03-09","13:00:00.0000000","NS",1,83,"C",1,4,16.44600036195498,"Spring",1,"061939","S","06316"
1,"2024-03-10","10:00:00.0000000","NS",1,85,"C",1,2,8.269908273494034,"Spring",1,"061939","S","06323"
1,"2024-03-10","10:00:00.0000000","NS",1,93,"C",1,2,8.269908273494034,"Spring",1,"061939","S","06322"
1,"2024-03-10","15:00:00.0000000","NS",1,93,"C",1,4,16.44600036195498,"Spring",1,"061939","S","06324"
2,"2024-03-08","12:00:00.0000000","F",1,102,"C",1,4,2.602595580498071,"Winter",1,"061939","S","14710"
2,"2024-03-08","20:00:00.0000000","F",1,84,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14713"
2,"2024-03-08","20:00:00.0000000","F",1,90,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14711"
2,"2024-03-08","20:00:00.0000000","F",1,83,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14712"
2,"2024-03-08","22:00:00.0000000","F",1,92,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14714"
2,"2024-03-09","08:00:00.0000000","F",1,96,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14715"
2,"2024-03-09","23:59:00.0000000","F",1,90,"C",1,4,2.325520902455209,"Spring",1,"063170","S","14720"
2,"2024-03-09","23:59:00.0000000","F",1,100,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14719"
2,"2024-03-09","14:00:00.0000000","F",1,79,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14718"
2,"2024-03-09","14:00:00.0000000","F",1,90,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14717"
2,"2024-03-09","14:00:00.0000000","F",1,99,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14716"
2,"2024-03-10","23:59:00.0000000","F",1,98,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14623"
2,"2024-03-10","06:00:00.0000000","F",1,91,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14721"
2,"2024-03-10","06:00:00.0000000","F",1,97,"C",1,4,2.325520902455209,"Spring",1,"061939","S","14722"
2,"2024-03-11","23:59:00.0000000","F",1,90,"C",1,4,2.537138055439841,"Spring",1,"061939","S","14726"
2,"2024-03-11","16:00:00.0000000","F",1,90,"C",1,4,2.537075385843161,"Spring",1,"061939","S","14724"
2,"2024-03-11","22:00:00.0000000","F",1,95,"C",1,4,2.537290105483251,"Spring",1,"061939","S","14725"
2,"2024-03-12","20:00:00.0000000","F",1,92,"C",1,4,2.763595773129178,"Spring",2,"063170","S","14728"
2,"2024-03-12","20:00:00.0000000","F",1,92,"C",1,4,2.763595773129178,"Spring",2,"061939","S","14730"
2,"2024-03-12","20:00:00.0000000","F",1,94,"C",1,4,2.763595773129178,"Spring",1,"061939","S","14729"
2,"2024-03-12","10:00:00.0000000","F",1,98,"C",1,4,2.763816544672584,"Spring",1,"061939","S","14727"
2,"2024-03-13","22:00:00.0000000","F",1,90,"C",1,4,3.006760593793702,"Spring",1,"061939","S","14733"
2,"2024-03-13","08:00:00.0000000","F",1,88,"C",1,4,3.006760593793702,"Spring",1,"061939","S","14731"
2,"2024-03-13","20:00:00.0000000","F",1,93,"C",1,4,3.006763815331663,"Spring",1,,,
2,"2024-03-13","20:00:00.0000000","F",1,95,"C",1,4,3.006763815331663,"Spring",1,"061939","S","14732"
1,"2024-03-14","16:00:00.0000000","NS",1,95,"C",1,2,8.271165469816539,"Spring",2,"061939","S","06339"
1,"2024-03-14","16:00:00.0000000","NS",1,95,"C",1,2,8.271165469816539,"Spring",2,"061939","S","06338"
1,"2024-03-16","15:00:00.0000000","NS",1,99,"C",1,4,16.56174320806305,"Spring",1,"061939","S","06346"
2,"2024-03-16","08:00:00.0000000","F",1,100,"C",1,4,3.006637573554898,"Spring",2,"161939","S","14735"
2,"2024-03-16","08:00:00.0000000","F",1,100,"C",1,4,3.006637573554898,"Spring",2,"161939","S","14736"
2,"2024-03-16","04:00:00.0000000","F",1,97,"C",1,4,3.006639158715659,"Spring",1,"061939","S","14734"
2,"2024-03-16","23:59:00.0000000","F",1,93,"C",1,4,3.006569688003166,"Spring",1,"061939","S","14737"
2,"2024-03-16","23:59:00.0000000","F",1,95,"C",1,4,3.006569688003166,"Spring",1,"061939","S","14738"
1,"2024-03-15","13:00:00.0000000","NS",1,96,"C",1,4,16.52276472448213,"Spring",1,"061939","S","06341"
2,"2024-03-17","10:00:00.0000000","F",1,93,"C",1,4,3.006760593793702,"Spring",1,"161939","S","14739"
2,"2024-03-18","14:00:00.0000000","F",1,103,"C",1,4,3.518933751122541,"Spring",1,"061939","S","14741"
2,"2024-03-18","10:00:00.0000000","F",1,105,"C",1,4,3.51885877318117,"Spring",1,"061939","S","14740"
2,"2024-03-19","14:00:00.0000000","F",1,76,"C",1,4,3.006640665403788,"Spring",1,,,
2,"2024-03-19","04:00:00.0000000","F",1,95,"C",1,4,3.006700029437739,"Spring",1,"061939","S","14743"
2,"2024-03-19","22:00:00.0000000","F",1,99,"C",1,4,3.006828974178191,"Spring",1,"061939","S","14744"
2,"2024-03-19","02:00:00.0000000","F",1,103,"C",1,4,3.518863462103919,"Spring",1,"061939","S","14742"
1,"2024-03-20","07:00:00.0000000","NS",1,100,"C",1,2,8.318944294574074,"Spring",1,"061939","S","06349"
1,"2024-03-20","15:00:00.0000000","NS",1,95,"C",1,4,16.58100333952861,"Spring",1,"061939","S","06350"
1,"2024-03-20","15:00:00.0000000","NS",1,102,"C",1,4,17.49564883607937,"Spring",1,"061939","S","06351"
1,"2024-03-20","16:00:00.0000000","NS",1,90,"C",1,2,8.280871604031525,"Spring",1,"061939","S","06354"
1,"2024-03-20","16:00:00.0000000","NS",1,92,"C",1,2,8.280871604031525,"Spring",1,"063060","S","06352"
1,"2024-03-20","16:00:00.0000000","NS",1,208,"C",1,2,8.735418230105461,"Winter",1,"056733","LF","06353"
2,"2024-03-20","14:00:00.0000000","F",1,89,"C",1,4,3.006700029437739,"Spring",1,"061939","S","14746"
2,"2024-03-20","14:00:00.0000000","F",1,97,"C",1,4,3.006700029437739,"Spring",1,"061939","S","14747"
2,"2024-03-20","18:00:00.0000000","F",1,53,"C",1,4,3.006757682021584,"Fall",1,"063060","S","14749"
2,"2024-03-20","20:00:00.0000000","F",1,82,"C",1,4,3.006760593793702,"Spring",1,"063060","S","14750"
2,"2024-03-20","20:00:00.0000000","F",1,84,"C",1,4,3.006760593793702,"Spring",1,"063060","S","14752"
2,"2024-03-20","20:00:00.0000000","F",1,101,"C",1,4,3.518856606332482,"Spring",1,"061939","S","14751"
