"Building","Date","Samples","Pumping_Time","Sample_Time","Pumping_Volume","Sample_Volume","Exported_Volume","organism_1","organism_2","organism_3","organism_26"
"CVP","2008-10-20",12,1440,120,7587.02216448,632.25184704,8905.7256,0,0,1,0
"SWP","2008-10-21",4,360,80,1382.3129088,307.1806464,1323.52404,0,0,2,0
"CVP","2008-10-21",12,1440,120,7398.43227648,616.53602304,8893.3908,0,0,4,0
"SWP","2008-10-22",4,360,80,1382.3129088,307.1806464,1323.52404,0,0,1,0
"CVP","2008-10-22",12,1440,120,7261.2203904,605.1016992,8814.44808,0,0,0,0
"SWP","2008-10-23",4,360,80,1382.3129088,307.1806464,1324.75752,0,0,0,0
"CVP","2008-10-23",12,1440,120,7282.22012928,606.85167744,8892.15732,0,0,1,0
"SWP","2008-10-24",5,420,100,958.7502144,217.3031232,926.34348,0,0,1,0
"CVP","2008-10-24",12,1410,120,7214.88844224,613.0870368,8885.98992,0,0,1,0
"SWP","2008-10-25",5,420,100,958.7502144,217.3031232,926.34348,0,0,0,0
"CVP","2008-10-25",12,1440,120,7371.11222784,614.25935232,8888.45688,0,0,2,0
"SWP","2008-10-26",6,480,120,996.9778944,230.0456832,1115.06592,0,0,0,0
"CVP","2008-10-26",12,1440,120,7446.14042112,620.51170176,8945.19696,0,0,1,0
"SWP","2008-10-27",6,480,120,996.9778944,230.0456832,960.88092,0,0,3,0
"CVP","2008-10-27",12,1440,120,7494.25632768,624.52136064,8867.48772,0,0,1,0
"SWP","2008-10-28",6,480,120,996.9778944,230.0456832,963.34788,0,0,3,0
"CVP","2008-10-28",12,1395,120,7265.14509888,623.94369792,8496.21024,0,0,2,0
"SWP","2008-10-29",6,480,120,996.9778944,230.0456832,963.34788,0,0,1,0
"CVP","2008-10-29",12,1440,120,7453.27625472,621.10635456,8322.28956,0,0,0,0
"SWP","2008-10-30",6,480,120,996.9778944,230.0456832,964.58136,0,0,0,0
"CVP","2008-10-30",12,1440,120,7593.5463552,632.7955296,8589.95472,0,0,0,0
"SWP","2008-10-31",6,480,180,996.9778944,345.0685248,958.41396,0,0,0,0
"CVP","2008-10-31",12,1440,120,6173.92323072,514.49360256,7497.09144,0,0,0,0
"SWP","2008-11-01",6,480,180,996.9778944,345.0685248,970.74876,0,0,0,0
"CVP","2008-11-01",12,1440,120,5839.1506944,486.5958912,6967.92852,0,0,1,0
"SWP","2008-11-02",4,420,120,1073.9429568,306.8408448,1027.48884,0,0,0,0
"CVP","2008-11-02",12,1470,120,5978.75818176,489.3992544,7278.76548,0,0,1,0
"SWP","2008-11-03",6,480,120,1150.9080192,281.3557248,1090.39632,0,0,0,0
"CVP","2008-11-03",12,1440,120,5844.65548032,487.05462336,6938.325,0,0,2,0
"SWP","2008-11-04",9,720,160,4953.2879232,1075.1322624,4788.36936,0,0,19,0
"CVP","2008-11-04",12,1440,115,7210.04626944,582.42843744,8564.05164,0,0,25,0
"SWP","2008-11-05",9,720,180,5067.4612608,1241.2952448,4785.9024,0,0,87,0
"CVP","2008-11-05",12,1380,120,6927.16143744,602.8080384,9158.589,0,0,112,0
"SWP","2008-11-06",13,900,250,6641.422272,1765.9489152,7229.42628,0,0,63,0
"CVP","2008-11-06",12,1410,120,6911.25872256,588.28152,9100.61544,0,0,22,0
"SWP","2008-11-07",10,900,200,7179.158304,1586.873472,6573.21492,0,0,20,0
"CVP","2008-11-07",12,1410,120,8128.68290496,691.7511072,10237.884,0,0,26,0
"SWP","2008-11-08",10,840,200,7371.3161088,1740.4637952,7154.184,0,0,4,0
"CVP","2008-11-08",12,1410,120,8763.16045248,744.26744448,10310.65932,0,0,11,0
"SWP","2008-11-09",9,660,180,6142.4236224,1561.2184512,6000.8802,0,0,21,0
"CVP","2008-11-09",12,1410,120,8992.22071104,764.24777856,10302.02496,0,0,30,0
"SWP","2008-11-10",9,660,180,6027.23088,1522.8208704,5808.45732,0,0,45,0
"CVP","2008-11-10",12,1440,120,9111.03234048,759.25269504,10279.82232,0,0,8,0
"SWP","2008-11-11",12,900,240,4606.6902912,1164.5000832,4884.5808,0,0,15,0
"CVP","2008-11-11",12,1410,120,8805.97545408,749.61931968,10205.81352,0,0,10,0
"SWP","2008-11-12",12,960,240,5144.9360256,1215.8101248,5019.03012,0,0,7,0
"CVP","2008-11-12",12,1440,130,8888.39433216,803.49486336,10133.0382,0,0,8,0
"SWP","2008-11-13",14,1440,280,9364.2524928,1816.5793536,9256.03392,0,0,9,0
"CVP","2008-11-13",12,1410,140,7489.26124416,736.07822592,9252.33348,0,0,15,0
"SWP","2008-11-14",13,1140,260,7214.3277696,1560.7087488,7260.26328,0,0,9,0
"CVP","2008-11-14",12,1371,180,6988.213590912,911.72167296,8814.44808,0,0,2,0
"SWP","2008-11-15",9,900,180,8063.491968,1535.903232,7298.50116,0,0,5,0
"CVP","2008-11-15",12,1440,120,7381.5101568,615.1258464,8825.5494,0,0,1,0
"SWP","2008-11-16",15,1440,300,7368.2578944,1688.6440512,7098.6774,0,0,5,0
"CVP","2008-11-16",12,1410,120,7229.26204992,614.85400512,8835.41724,0,0,4,0
"SWP","2008-11-17",12,900,240,6603.194592,1676.4111936,7009.86684,0,0,6,0
"CVP","2008-11-17",12,1380,120,5740.67619072,497.65643328,7244.22804,0,0,26,0
"SWP","2008-11-18",12,960,240,7447.7714688,1714.8087744,7074.0078,0,0,9,0
"CVP","2008-11-18",12,1440,120,5566.9696128,463.9141344,6596.65104,0,0,10,0
"SWP","2008-11-19",8,660,160,5336.0744256,1164.5000832,5081.9376,0,0,7,0
"CVP","2008-11-19",12,1440,120,5546.5815168,462.2151264,6632.42196,0,0,4,0
"SWP","2008-11-20",11,900,220,5414.0588928,1190.3250048,4831.54116,0,0,7,0
"CVP","2008-11-20",12,1440,120,5438.32072704,453.19339392,6643.52328,0,0,2,0
"SWP","2008-11-21",7,540,140,4952.2685184,1241.2952448,4779.735,0,0,5,0
"CVP","2008-11-21",12,1410,140,5285.15515584,529.44487296,6626.25456,0,0,1,0
"SWP","2008-11-22",7,540,140,4952.2685184,1241.2952448,4740.26364,0,0,2,0
"CVP","2008-11-22",12,1380,120,5151.66409728,447.82452864,6621.32064,0,0,5,0
"SWP","2008-11-23",7,540,140,4952.2685184,1241.2952448,4743.96408,0,0,6,0
"CVP","2008-11-23",12,1410,120,5358.5013312,455.31715392,6604.05192,0,0,3,0
"SWP","2008-11-24",7,540,140,4722.9024384,1190.3250048,4526.8716,0,0,1,0
"CVP","2008-11-24",12,1380,130,4055.29423488,376.90793472,5063.4354,0,0,3,0
"SWP","2008-11-25",7,540,140,4721.8830336,1164.5000832,4566.34296,0,0,0,0
"CVP","2008-11-25",12,1440,120,3817.05933312,318.08827776,4373.92008,0,0,0,0
"SWP","2008-11-26",6,540,140,4607.709696,1055.933472,3859.55892,0,0,1,0
"CVP","2008-11-26",12,1440,120,2888.78932224,240.73244352,3535.15368,0,0,0,0
"SWP","2008-11-27",7,540,210,3800.3410944,1401.1718976,3686.87172,0,0,1,0
"CVP","2008-11-27",12,1410,120,1917.2455776,163.07078784,2503.9644,0,0,1,0
"SWP","2008-11-28",5,420,150,3225.3967872,1151.927424,3488.28144,0,0,3,0
"CVP","2008-11-28",12,1410,120,1894.00314816,161.13391872,2500.26396,0,0,1,0
"SWP","2008-11-29",5,480,150,3686.1677568,1151.927424,3522.81888,0,0,2,0
"CVP","2008-11-29",12,1410,120,1879.32371904,159.94461312,2499.03048,0,0,1,0
"SWP","2008-11-30",5,540,130,4146.9387264,998.3371008,3500.61624,0,0,3,0
"CVP","2008-11-30",12,1410,120,1868.26317696,159.04413888,2495.33004,0,0,1,0
"SWP","2008-12-01",5,420,100,3225.3967872,767.951616,3511.71756,0,0,0,0
"CVP","2008-12-01",12,1410,120,1878.30431424,159.84267264,2490.39612,0,0,0,0
"SWP","2008-12-02",5,480,100,3686.1677568,767.951616,3524.05236,0,0,1,0
"CVP","2008-12-02",12,1410,120,1870.8626592,159.3669504,2452.15824,0,0,0,0
"SWP","2008-12-03",5,480,100,3686.1677568,767.951616,3488.28144,0,0,0,0
"CVP","2008-12-03",12,1410,120,3227.63947776,275.78297856,3971.8056,0,0,2,0
"SWP","2008-12-04",5,480,100,3686.1677568,767.951616,3525.28584,0,0,0,0
"CVP","2008-12-04",12,1410,120,3637.03244544,309.83109888,4609.51476,0,0,2,0
"SWP","2008-12-05",5,480,100,3455.782272,691.1564544,2878.94232,0,0,0,0
"CVP","2008-12-05",12,1395,120,3551.78471904,305.9913408,4581.14472,0,0,1,0
"SWP","2008-12-06",5,420,100,2995.0113024,691.1564544,2865.37404,0,0,0,0
"CVP","2008-12-06",12,1410,120,3566.99933568,303.85059072,4542.90684,0,0,1,0
"SWP","2008-12-07",5,420,110,2419.0475904,633.5600832,2309.07456,0,0,1,0
"CVP","2008-12-07",12,1410,120,3589.01847936,305.68551936,4521.93768,0,0,1,0
"SWP","2008-12-08",5,420,150,2419.0475904,863.945568,2309.07456,0,0,3,0
"CVP","2008-12-08",12,1440,120,3731.83709184,310.98642432,4483.6998,0,0,0,0
"SWP","2008-12-09",5,420,150,2419.0475904,863.945568,2309.07456,0,0,2,0
"CVP","2008-12-09",12,1410,120,3669.85728,312.24369024,4500.96852,0,0,0,0
"SWP","2008-12-10",11,900,260,3570.9750144,1113.5298432,3463.61184,0,0,1,0
"CVP","2008-12-10",12,1410,120,3654.15844608,311.2582656,4567.57644,0,0,1,0
"SWP","2008-12-11",5,480,100,2649.4330752,537.5661312,2621.145,0,0,2,0
"CVP","2008-12-11",12,1410,120,3714.7110912,316.30431936,4631.7174,0,0,2,0
"SWP","2008-12-12",5,480,100,2764.6258176,575.963712,2647.04808,0,0,2,0
"CVP","2008-12-12",12,1410,120,3792.08391552,322.57365888,4630.48392,0,0,3,0
"SWP","2008-12-13",5,480,100,2764.6258176,575.963712,3065.1978,0,0,4,0
"CVP","2008-12-13",12,1410,120,2402.2274112,203.57513856,3121.93788,0,0,2,0
"SWP","2008-12-14",6,600,120,3455.782272,691.1564544,2993.65596,0,0,11,0
"CVP","2008-12-14",12,1410,120,1915.7164704,163.12175808,2489.16264,0,0,0,0
"SWP","2008-12-15",6,480,120,3455.782272,844.7467776,3311.8938,0,0,13,0
"CVP","2008-12-15",12,1380,150,1873.76796288,204.18678144,2482.99524,0,0,0,0
"SWP","2008-12-16",5,420,100,3110.2040448,729.5540352,3314.36076,0,0,7,0
"CVP","2008-12-16",12,1380,140,1857.15166464,188.74279872,2485.4622,0,0,0,0
"SWP","2008-12-17",5,420,100,2995.0113024,691.1564544,2874.0084,0,0,12,0
"CVP","2008-12-17",12,1380,170,1823.30742528,223.6744032,2490.39612,0,0,1,0
"SWP","2008-12-18",5,420,100,2995.0113024,691.1564544,2860.44012,0,0,17,0
"CVP","2008-12-18",12,1395,140,1831.33523808,184.5972192,2481.76176,0,0,2,0
"SWP","2008-12-19",5,420,100,2879.81856,652.7588736,2782.73088,0,0,35,0
"CVP","2008-12-19",12,1395,130,1805.41687104,167.89597056,2479.2948,0,0,0,0
"SWP","2008-12-20",5,420,100,3686.1677568,844.7467776,3435.2418,0,0,37,0
"CVP","2008-12-20",12,1410,120,1799.45335296,153.13159104,2487.92916,0,0,0,0
"SWP","2008-12-21",5,420,100,3686.1677568,844.7467776,3467.31228,0,0,24,0
"CVP","2008-12-21",12,1410,120,1798.79073984,153.19955136,2470.66044,0,0,1,0
"SWP","2008-12-22",4,360,80,3455.782272,767.951616,3281.0568,0,0,49,0
"CVP","2008-12-22",12,1440,120,1922.18969088,160.18247424,2512.59876,0,0,0,0
"SWP","2008-12-23",4,360,80,2534.2403328,537.5661312,2418.85428,0,0,9,0
"CVP","2008-12-23",12,1440,120,1941.966144,161.830512,2492.86308,0,0,0,0
"SWP","2008-12-24",5,420,100,3686.1677568,844.7467776,3404.4048,0,0,32,0
"CVP","2008-12-24",12,1410,120,1897.67300544,161.42275008,2491.6296,0,0,1,0
"SWP","2008-12-25",9,780,180,3686.1677568,844.7467776,3568.45764,0,0,41,0
"CVP","2008-12-25",12,1410,120,1988.24712192,169.23818688,2517.53268,0,0,0,0
"SWP","2008-12-26",5,420,100,3569.9556096,857.3194368,3300.79248,0,0,84,0
"CVP","2008-12-26",12,1410,120,1924.58529216,163.68243072,2503.9644,0,0,0,0
"SWP","2008-12-27",5,420,100,3801.3604992,883.1443584,3611.62944,0,0,58,0
"CVP","2008-12-27",12,1410,120,1858.1200992,158.12667456,2491.6296,0,0,1,0
"SWP","2008-12-28",5,420,100,3686.1677568,844.7467776,3519.11844,0,0,96,0
"CVP","2008-12-28",12,1410,120,1858.52786112,158.19463488,2489.16264,0,0,0,0
"SWP","2008-12-29",6,480,120,4031.745984,959.93952,4376.38704,0,0,54,0
"CVP","2008-12-29",12,1440,120,1893.23859456,157.76988288,2494.09656,0,0,0,0
"SWP","2008-12-30",8,660,160,5990.0226048,1420.7104896,5413.74372,0,0,78,0
"CVP","2008-12-30",12,1410,120,3236.30441856,276.2587008,4202.46636,1,0,0,0
"SWP","2008-12-31",8,660,160,5759.63712,1343.915328,6164.93304,0,0,84,0
"CVP","2008-12-31",12,1410,120,4549.80750336,385.60685568,5646.87144,0,0,0,0
"SWP","2009-01-01",13,1140,260,8178.6847104,1804.6862976,7302.2016,0,0,116,0
"CVP","2009-01-01",12,1395,120,5269.96602432,453.85600704,6840.88008,0,0,0,0
"SWP","2009-01-02",13,1140,260,7372.3355136,1766.2887168,7025.90208,0,0,124,0
"CVP","2009-01-02",12,1410,120,5337.65450304,454.70551104,6864.3162,0,0,0,0
"SWP","2009-01-03",12,1140,240,7487.528256,1651.0959744,7115.94612,0,0,85,0
"CVP","2009-01-03",12,1440,120,5655.25006848,471.27083904,6927.22368,0,0,0,0
"SWP","2009-01-04",12,1200,240,6796.3718016,1382.3129088,5863.96392,0,0,95,0
"CVP","2009-01-04",12,1440,120,5399.99110656,449.99925888,6865.54968,0,0,0,0
"SWP","2009-01-05",8,600,160,5529.2516352,1382.3129088,5359.4706,0,0,154,0
"CVP","2009-01-05",12,1395,120,5266.47456288,452.97252288,6969.162,0,0,1,0
"SWP","2009-01-06",13,1020,260,7833.1064832,1919.87904,7559.99892,0,0,87,0
"CVP","2009-01-06",12,1395,120,5326.28813952,458.307408,6870.4836,0,0,0,0
"SWP","2009-01-07",9,660,180,6335.600832,1574.3008128,6045.28548,0,0,160,0
"CVP","2009-01-07",12,1410,130,5422.51995264,503.51801088,6923.52324,0,0,0,0
"SWP","2009-01-08",7,540,140,6450.7935744,1612.6983936,6052.68636,0,0,126,0
"CVP","2009-01-08",12,1410,120,5527.00894464,469.89464256,6955.59372,1,0,0,0
"SWP","2009-01-09",7,540,140,6220.4080896,1535.903232,5831.89344,0,0,96,0
"CVP","2009-01-09",12,1440,120,4215.85049088,351.32087424,5311.36488,1,0,6,0
"SWP","2009-01-10",7,540,140,5183.673408,1267.1201664,5000.52792,0,0,39,0
"CVP","2009-01-10",12,1440,120,3717.56542464,309.79711872,4655.15352,0,0,6,0
"SWP","2009-01-11",7,540,140,4953.2879232,1228.7225856,4753.83192,0,0,46,0
"CVP","2009-01-11",12,1410,120,3662.10980352,311.27525568,4652.68656,0,0,5,0
"SWP","2009-01-12",7,540,140,4953.2879232,1190.3250048,4866.0786,0,0,34,0
"CVP","2009-01-12",12,1410,120,3649.36724352,310.68060288,4630.48392,1,0,1,0
"SWP","2009-01-13",8,600,160,5644.4443776,1420.7104896,5625.90228,0,0,42,0
"CVP","2009-01-13",12,1410,120,3635.50333824,309.23644608,4642.81872,0,0,0,0
"SWP","2009-01-14",7,540,140,5644.4443776,1343.915328,5598.76572,0,0,37,0
"CVP","2009-01-14",12,1420,120,3636.99846528,307.55442816,4629.25044,0,0,0,0
"SWP","2009-01-15",8,600,160,6220.4080896,1612.6983936,6004.58064,0,0,25,0
"CVP","2009-01-15",12,1410,120,3607.06194432,307.40151744,4636.65132,0,0,0,0
"SWP","2009-01-16",6,480,120,5414.0588928,1267.1201664,6067.48812,0,0,20,0
"CVP","2009-01-16",12,1405,125,3585.53551296,319.87223616,4608.28128,0,0,2,0
"SWP","2009-01-17",6,540,120,6220.4080896,1267.1201664,6072.42204,0,0,17,0
"CVP","2009-01-17",12,1410,120,3566.84642496,304.122432,4619.3826,0,0,1,0
"SWP","2009-01-18",7,600,140,7026.7572864,1535.903232,6074.889,0,1,6,0
"CVP","2009-01-18",12,1410,120,3568.22262144,303.98651136,4605.81432,0,0,0,0
"SWP","2009-01-19",7,540,140,6105.2153472,1497.5056512,5955.24144,0,0,16,0
"CVP","2009-01-19",12,1440,120,3712.46840064,309.37236672,4618.14912,0,0,0,0
"SWP","2009-01-20",12,960,240,6220.4080896,1535.903232,6048.98592,0,0,20,0
"CVP","2009-01-20",12,1410,120,3681.37655424,313.70483712,4667.48832,1,0,0,0
"SWP","2009-01-21",7,540,150,4953.2879232,1286.3189568,4853.7438,0,0,21,0
"CVP","2009-01-21",12,1410,120,2354.46829632,199.66742016,3112.07004,0,0,0,0
"SWP","2009-01-22",9,660,190,6335.600832,1766.2887168,6205.63788,0,0,22,0
"CVP","2009-01-22",12,1440,120,1941.15062016,161.76255168,2450.92476,0,0,0,0
"SWP","2009-01-23",11,1080,220,4914.5505408,1100.6173824,6363.52332,0,0,15,0
"CVP","2009-01-23",12,1440,120,1932.58761984,161.04896832,2455.85868,0,0,0,0
"SWP","2009-01-24",12,1080,240,5990.0226048,1382.3129088,5907.13572,0,0,16,0
"CVP","2009-01-24",12,1410,120,3305.52200448,281.84843712,4018.67784,1,0,0,0
"SWP","2009-01-25",7,540,140,6220.4080896,1535.903232,5984.84496,0,2,41,0
"CVP","2009-01-25",12,1440,120,3867.01016832,322.25084736,4721.76144,0,0,0,0
"SWP","2009-01-26",7,540,140,6220.4080896,1535.903232,6031.7172,0,3,0,0
"CVP","2009-01-26",12,1440,120,3796.87511808,316.40625984,4677.35616,0,0,0,0
"SWP","2009-01-27",8,600,160,6335.600832,1574.3008128,6145.19736,0,0,7,0
"CVP","2009-01-27",12,1380,140,3557.82469248,358.91544,4678.58964,0,0,0,0
"SWP","2009-01-28",7,540,140,6335.600832,1574.3008128,6127.92864,0,0,12,0
"CVP","2009-01-28",12,1410,140,4901.14536768,490.99632192,6007.0476,0,0,0,0
"SWP","2009-01-29",7,540,140,6450.7935744,1612.6983936,6167.4,0,0,14,0
"CVP","2009-01-29",12,1440,140,5420.37920256,525.3332736,6541.14444,0,0,0,0
"SWP","2009-01-30",6,480,120,4607.709696,1075.1322624,4554.00816,0,0,28,0
"CVP","2009-01-30",12,1440,120,3592.3825152,299.3652096,4628.01696,0,0,2,0
"SWP","2009-01-31",5,420,100,3110.2040448,729.5540352,3065.1978,0,0,8,0
"CVP","2009-01-31",12,1440,120,1844.51104512,153.70925376,2432.42256,0,0,1,0
"SWP","2009-02-01",7,600,140,2764.6258176,652.7588736,2489.16264,0,0,10,0
"CVP","2009-02-01",12,1405,120,1800.71911392,153.9301248,2434.88952,0,0,0,0
"SWP","2009-02-02",6,480,120,2534.2403328,614.3612928,2468.19348,0,0,5,0
"CVP","2009-02-02",12,1440,120,1833.09371136,152.75780928,2423.7882,0,0,0,0
"SWP","2009-02-03",6,480,120,2534.2403328,614.3612928,2464.49304,0,0,1,0
"CVP","2009-02-03",12,1440,120,1875.29707008,156.27475584,2434.88952,0,0,0,0
"SWP","2009-02-04",6,480,120,2534.2403328,614.3612928,2473.1274,2,1,0,0
"CVP","2009-02-04",12,1440,120,1940.33509632,161.69459136,2448.4578,0,0,0,0
"SWP","2009-02-05",6,480,120,2534.2403328,614.3612928,2470.66044,0,0,1,0
"CVP","2009-02-05",12,1410,120,1929.07067328,164.41300416,2454.6252,0,0,0,0
"SWP","2009-02-06",4,360,80,2532.2015232,562.7114496,2553.3036,0,0,3,0
"CVP","2009-02-06",12,1440,260,1986.00443136,362.313456,2448.4578,0,0,0,0
"SWP","2009-02-07",5,420,100,2303.854848,537.5661312,2247.40056,0,1,2,0
"CVP","2009-02-07",12,1440,360,1980.29576448,495.07394112,2454.6252,1,0,1,0
"SWP","2009-02-08",6,480,120,2534.2403328,614.3612928,2503.9644,0,0,4,0
"CVP","2009-02-08",12,1440,360,1975.40262144,493.85065536,2448.4578,0,0,0,0
"SWP","2009-02-09",6,480,120,2534.2403328,614.3612928,2512.59876,0,1,4,0
"CVP","2009-02-09",12,1440,360,1979.88800256,494.97200064,2454.6252,1,0,0,0
"SWP","2009-02-10",6,480,120,2534.2403328,614.3612928,2519.99964,0,0,5,0
"CVP","2009-02-10",12,1410,360,1873.9208736,477.846,2450.92476,0,0,0,0
"SWP","2009-02-11",7,600,140,4146.9387264,959.93952,4128.45756,0,1,9,0
"CVP","2009-02-11",12,1440,360,3277.386432,819.346608,4206.1668,1,2,5,1
"SWP","2009-02-12",6,480,120,4262.1314688,1036.7346816,4629.25044,0,0,12,0
"CVP","2009-02-12",12,1380,360,3564.90955584,929.54426688,4937.62044,0,1,2,0
"SWP","2009-02-13",9,900,180,6220.4080896,1267.1201664,5982.378,0,1,5,0
"CVP","2009-02-13",12,1440,360,2944.65270528,736.16317632,3901.49724,0,1,4,0
"SWP","2009-02-14",7,600,140,5068.4806656,1113.5298432,4794.53676,0,0,4,0
"CVP","2009-02-14",12,1440,360,3730.40992512,932.60248128,4882.11384,0,2,3,0
"SWP","2009-02-15",6,540,120,4838.0951808,1036.7346816,4663.78788,0,0,9,0
"CVP","2009-02-15",12,1440,360,3794.02078464,948.50519616,4878.4134,0,2,3,1
"SWP","2009-02-16",8,540,160,5068.4806656,1497.5056512,4845.10944,0,0,22,0
"CVP","2009-02-16",12,1410,360,3826.0810656,978.78151872,4908.01692,0,5,3,0
"SWP","2009-02-17",9,780,180,5529.2516352,1228.7225856,5428.54548,0,1,8,0
"CVP","2009-02-17",12,1440,360,3937.34909952,984.33727488,4904.31648,0,6,1,0
"SWP","2009-02-18",8,720,160,5874.8298624,1305.5177472,5072.06976,0,3,4,0
"CVP","2009-02-18",12,1410,360,3768.94342656,963.74529792,4917.88476,1,3,1,0
"SWP","2009-02-19",9,720,180,6220.4080896,1535.903232,6056.3868,0,0,23,0
"CVP","2009-02-19",12,1410,360,5102.121024,1307.6415072,6267.31188,2,5,0,0
"SWP","2009-02-20",10,720,200,6681.1790592,1689.4935552,7112.24568,0,2,33,0
"CVP","2009-02-20",12,1410,360,5564.21721984,1422.52842816,6819.91092,1,2,10,0
"SWP","2009-02-21",9,720,180,6796.3718016,1574.3008128,6623.7876,1,1,21,0
"CVP","2009-02-21",12,1440,360,5664.42471168,1416.10617792,6858.1488,1,2,5,0
"SWP","2009-02-22",10,840,200,7141.9500288,1612.6983936,6935.85804,0,2,6,0
"CVP","2009-02-22",12,1410,360,5593.06637568,1428.28806528,6794.00784,2,0,60,0
"SWP","2009-02-23",11,840,270,7372.3355136,2073.4693632,7165.28532,0,0,17,0
"CVP","2009-02-23",12,1440,360,5741.2878336,1435.3219584,6837.17964,2,4,26,0
"SWP","2009-02-24",11,900,330,7948.2992256,2822.2221888,7003.69944,1,3,29,0
"CVP","2009-02-24",12,1410,360,5582.15874432,1423.80268416,6843.34704,0,6,27,0
"SWP","2009-02-25",13,1200,390,6911.564544,2476.6439616,6791.54088,2,4,30,0
"CVP","2009-02-25",12,1415,360,5553.3775488,1411.6207968,6856.91532,3,3,31,0
"SWP","2009-02-26",15,1320,450,8293.8774528,2879.81856,8068.19268,2,5,12,0
"CVP","2009-02-26",12,1440,360,5638.93959168,1409.73489792,6868.01664,3,4,43,0
"SWP","2009-02-27",12,1140,360,7948.2992256,2707.0294464,7758.5892,0,10,44,0
"CVP","2009-02-27",12,1440,360,5543.93106432,1385.98276608,6866.78316,0,1,52,0
"SWP","2009-02-28",12,1140,360,7948.2992256,2707.0294464,7741.32048,3,5,15,0
"CVP","2009-02-28",12,1410,360,6740.81424,1724.17030848,8006.51868,3,2,82,0
"SWP","2009-03-01",13,1200,390,7948.2992256,2707.0294464,8454.27192,2,4,90,1
"CVP","2009-03-01",12,1440,360,7357.0444416,1839.2611104,8451.80496,3,5,46,1
"SWP","2009-03-02",12,1200,360,8293.8774528,2534.2403328,7360.17516,2,2,85,0
"CVP","2009-03-02",12,1310,360,6856.6016352,1882.12708224,8539.38204,3,8,104,0
"SWP","2009-03-03",13,1200,390,7487.528256,2476.6439616,7398.41304,7,16,158,2
"CVP","2009-03-03",12,1270,360,5615.40833088,1587.31521408,7356.47472,5,9,28,0
"SWP","2009-03-04",13,1380,390,5990.0226048,1727.891136,6090.92424,5,10,51,0
"CVP","2009-03-04",12,1330,360,5403.5250432,1471.30694784,6916.12236,3,6,23,0
"SWP","2009-03-05",12,1440,360,5529.2516352,1382.3129088,5394.00804,9,2,9,0
"CVP","2009-03-05",12,1365,360,4198.9283712,1104.32121984,5316.2988,2,5,6,0
"SWP","2009-03-06",12,1440,360,5529.2516352,1382.3129088,5392.77456,6,1,6,0
"CVP","2009-03-06",12,1365,360,3740.98624992,986.88578688,4671.18876,0,1,13,0
"SWP","2009-03-07",12,1440,360,5529.2516352,1382.3129088,5386.60716,4,7,4,0
"CVP","2009-03-07",12,1440,360,3885.76721664,971.44180416,4669.95528,3,3,2,0
"SWP","2009-03-08",14,1380,420,7141.9500288,2131.0657344,6986.43072,17,4,8,1
"CVP","2009-03-08",12,1350,360,3656.19725568,972.81800064,4465.1976,3,4,2,0
"SWP","2009-03-09",12,1440,360,5529.2516352,1382.3129088,5400.17544,11,8,6,0
"CVP","2009-03-09",12,1440,360,3843.156096,960.789024,4647.75264,4,0,26,0
"SWP","2009-03-10",12,1440,360,5529.2516352,1382.3129088,5397.70848,4,4,7,0
"CVP","2009-03-10",12,1410,360,5012.20952064,1280.98407168,6232.77444,2,2,12,0
"SWP","2009-03-11",14,1440,420,7372.3355136,2131.0657344,7194.88884,3,0,8,1
"CVP","2009-03-11",12,1440,360,5525.98953984,1381.49738496,6863.08272,3,1,35,0
"SWP","2009-03-12",14,1500,420,7602.7209984,2131.0657344,7088.80956,3,1,6,0
"CVP","2009-03-12",12,1410,360,6714.25874496,1714.74081408,8379.02964,2,2,52,0
"SWP","2009-03-13",15,1440,450,8639.45568,2707.0294464,8345.72568,2,1,4,0
"CVP","2009-03-13",12,1410,360,7142.05196928,1825.55011584,8994.53616,1,5,99,0
"SWP","2009-03-14",15,1440,450,8409.0701952,2591.836704,8529.5142,0,1,63,0
"CVP","2009-03-14",12,1440,360,8618.65982208,2154.66495552,10173.74304,0,5,109,0
"SWP","2009-03-15",15,1440,450,8639.45568,2649.4330752,8492.5098,11,7,21,0
"CVP","2009-03-15",12,1410,360,8908.73145792,2278.82846016,10268.721,5,3,72,0
"SWP","2009-03-16",15,1440,450,7833.1064832,2476.6439616,7708.01652,3,6,15,0
"CVP","2009-03-16",12,1440,360,9102.46934016,2275.61733504,10352.59764,13,7,52,0
"SWP","2009-03-17",14,1380,420,8524.2629376,2591.836704,8647.92828,1,2,13,0
"CVP","2009-03-17",12,1440,360,9098.18784,2274.54696,10130.57124,10,6,104,0
"SWP","2009-03-18",14,1440,420,8869.8411648,2591.836704,8723.17056,3,6,4,0
"CVP","2009-03-18",12,1410,360,8841.19588992,2262.21216192,10152.77388,7,4,407,0
"SWP","2009-03-19",14,1440,420,8754.6484224,2591.836704,8608.45692,0,2,8,0
"CVP","2009-03-19",12,1440,360,7826.37841152,1956.59460288,8905.7256,1,5,64,0
"SWP","2009-03-20",14,1440,420,8754.6484224,2591.836704,8608.45692,0,4,9,0
"CVP","2009-03-20",12,1410,360,7295.98209408,1864.236528,8360.52744,1,3,56,0
"SWP","2009-03-21",14,1440,420,8754.6484224,2591.836704,8608.45692,0,1,21,0
